arquivo,linha_baseline,termos,classificacao,tratamento,trecho_original
docs/evidencias/catalogo_afirmacoes_dm027.json,3445,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_dm027.json,3485,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_dm027.json,3525,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_dm027.json,3565,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_dm027.json,3605,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_dm027.json,3639,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_dm027.json,3673,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/catalogo_afirmacoes_inicial.json,8,pendente,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""statement"": ""O registro histórico de ultralytics/ultralytics no SHA fa34184a5080c81fff453670394e13303ac781b2 informa C/P = 224/3220; pendente de dupla conferência."","
docs/evidencias/catalogo_afirmacoes_inicial.json,40,pendente,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""statement"": ""O registro histórico de ultralytics/ultralytics no SHA fa34184a5080c81fff453670394e13303ac781b2 informa magnitude CONFIG = 8136/276; pendente de dupla conferência."","
docs/evidencias/catalogo_afirmacoes_inicial.json,72,pendente,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""statement"": ""O registro histórico de pymc-labs/pymc-marketing no SHA fabba92c96aa6a4ec6d42fb3241a8ed725995d0a informa C/P = 14/876; pendente de dupla conferência."","
docs/evidencias/catalogo_afirmacoes_inicial.json,104,pendente,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""statement"": ""O registro histórico de pymc-labs/pymc-marketing no SHA fabba92c96aa6a4ec6d42fb3241a8ed725995d0a informa magnitude CONFIG = 469/16; pendente de dupla conferência."","
docs/evidencias/catalogo_afirmacoes_inicial.json,136,pendente,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""statement"": ""O registro histórico de open-edge-platform/anomalib no SHA 0b7fdb9dde453f6474ac93f77188f4224d442999 informa C/P = 108/668; pendente de dupla conferência."","
docs/evidencias/catalogo_afirmacoes_inicial.json,168,pendente,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""statement"": ""O registro histórico de open-edge-platform/anomalib no SHA 0b7fdb9dde453f6474ac93f77188f4224d442999 informa magnitude CONFIG = 10883/119; pendente de dupla conferência."","
docs/evidencias/comandos_reprocessamento_incremento_03.txt,26,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","receipt = {'created_at_utc': datetime.now(UTC).isoformat(), 'scientific_result_accepted': False,"
docs/evidencias/comandos_reprocessamento_incremento_03.txt,145,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",assert new_case['preparation_by'] == 'Automated technical preparation; human review pending'
docs/evidencias/dm026_fontes.json,7,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/dm026_impacto.json,3,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/dm027_impacto.json,4,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/importacao_revisoes_inicial.json,7,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/integracao_finalizador_incremento_05.json,26,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/integracao_finalizador_incremento_05.json,89,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""data/interim/runs/20260908T003846750404Z_43a2dae0_phase5_compute_metrics/piloto.md"": ""61f7a0afced96af3eaa746793184342d9b99db21c6d958de0f9385931a123dc1"","
docs/evidencias/integracao_finalizador_incremento_05.json,109,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""data/interim/runs/20260909T144621249616Z_af5a0048_phase5_compute_metrics/piloto.md"": ""fd78d2fc52463b9f949c679cc4f21f02e679c5ce0242476630c2feedc95eb89e"","
docs/evidencias/integracao_finalizador_incremento_05.json,129,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""data/interim/runs/20260908T004255518258Z_43a2dae0_phase5_compute_metrics/piloto.md"": ""d4736f69b97ebd1240c7f91437f38a38ed8b83ac5e818c62b9baac1f593306bd"","
docs/evidencias/integracao_finalizador_incremento_05.json,359,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/integracao_finalizador_incremento_05.json,1663,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/integracao_finalizador_incremento_05.json,1686,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/integracao_finalizador_incremento_05.json,1779,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/integracao_finalizador_incremento_05.json,1788,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/integracao_finalizador_incremento_05.json,1823,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/integracao_finalizador_incremento_05.json,1838,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/integracao_finalizador_incremento_05.json,1841,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""case_selection_pending_or_ineligible"","
docs/evidencias/integracao_finalizador_incremento_05.json,1843,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""academic_alignment_pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1844,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""qualitative_review_or_selection_pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1850,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""sample_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1851,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""measurement_validation_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1852,academic_alignment_status; pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""academic_alignment_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1853,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""qualitative_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1875,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/integracao_finalizador_incremento_05.json,1892,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/integracao_finalizador_incremento_05.json,1895,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""case_selection_pending_or_ineligible"","
docs/evidencias/integracao_finalizador_incremento_05.json,1897,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""academic_alignment_pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1898,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""qualitative_review_or_selection_pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1904,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""sample_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1905,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""measurement_validation_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1906,academic_alignment_status; pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""academic_alignment_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1907,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""qualitative_status"": ""pending"","
docs/evidencias/integracao_finalizador_incremento_05.json,1929,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/inventario_insumos.json,4942,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260905T232451762425Z_b1b31b5b_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,5070,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260905T233337569768Z_b1b31b5b_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,5462,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260907T221243225142Z_11e480b5_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,5502,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260907T221256960360Z_11e480b5_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,5542,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260907T221449301437Z_11e480b5_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,6342,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260908T003846750404Z_43a2dae0_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,6478,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260908T004121682111Z_43a2dae0_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,6614,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260908T004255518258Z_43a2dae0_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,7062,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260909T144621249616Z_af5a0048_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,7934,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T195304981656Z_f6fa8256_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,8070,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T195543718186Z_f6fa8256_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,8206,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T195717660460Z_f6fa8256_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,8574,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T204006043225Z_1ce60b65_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,8710,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T204247182335Z_1ce60b65_phase5_compute_metrics/piloto.md"","
docs/evidencias/inventario_insumos.json,8846,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T204423270513Z_1ce60b65_phase5_compute_metrics/piloto.md"","
docs/evidencias/log_fechamento_dm027.md,49,só será criada,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,só será criada pelo comando executado pelo pesquisador; os testes utilizam identidades
docs/evidencias/log_fechamento_dm027.md,55,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,A documentação vigente usa `draft_pending_confirmation` para preparação e
docs/evidencias/matriz_criterios_inicial.json,4,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/matriz_criterios_inicial.json,40,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""source_oracle_pending"""
docs/evidencias/matriz_criterios_inicial.json,49,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""complete_mandatory_suite_pending"""
docs/evidencias/matriz_criterios_inicial.json,58,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""empirical_git_reconciliation_pending"""
docs/evidencias/matriz_criterios_inicial.json,67,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""empirical_activity_recount_pending"""
docs/evidencias/matriz_criterios_inicial.json,76,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""completed_reviews_and_blob_crosscheck_pending"""
docs/evidencias/matriz_criterios_inicial.json,85,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""empirical_double_check_pending"""
docs/evidencias/matriz_criterios_inicial.json,94,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""independent_descriptive_oracle_pending"""
docs/evidencias/matriz_criterios_inicial.json,103,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""independent_selection_oracle_pending"""
docs/evidencias/matriz_criterios_inicial.json,112,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""central_claim_evidence_resolution_pending"""
docs/evidencias/matriz_criterios_inicial.json,130,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""finalization_integration_pending"""
docs/evidencias/matriz_criterios_inicial.json,139,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""candidate_package_and_isolated_reproduction_pending"""
docs/evidencias/matriz_criterios_inicial.json,148,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""reason"": ""author_review_pending"""
docs/evidencias/parecer_manuscrito_dm027.json,123,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""review_mode"": ""draft_pending_confirmation"","
docs/evidencias/parecer_quality.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 30%]
docs/evidencias/parecer_quality.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 34%]
docs/evidencias/parecer_quality.txt,46,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/regressao_blob_tree_incremento_02.json,14,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false"
docs/evidencias/reprocessamento_incremento_03.json,3,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/reprocessamento_incremento_03.json,251,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""after"": ""Automated technical preparation; human review pending"","
docs/evidencias/reprocessamento_incremento_03.json,258,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""after"": ""Automated technical preparation; human review pending"","
docs/evidencias/reprocessamento_incremento_03.json,265,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""after"": ""Automated technical preparation; human review pending"","
docs/evidencias/rodada_atual.json,345,scientific_result_accepted,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""scientific_result_accepted"": false,"
docs/evidencias/rodada_atual.json,347,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""case_selection_pending_or_ineligible"","
docs/evidencias/rodada_atual.json,349,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""academic_alignment_pending"","
docs/evidencias/rodada_atual.json,350,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""qualitative_review_or_selection_pending"""
docs/evidencias/rodada_atual.json,353,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""sample_status"": ""pending"","
docs/evidencias/rodada_atual.json,354,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""measurement_validation_status"": ""pending"","
docs/evidencias/rodada_atual.json,355,academic_alignment_status; pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""academic_alignment_status"": ""pending"","
docs/evidencias/rodada_atual.json,356,pending,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""qualitative_status"": ""pending"","
docs/evidencias/rodada_atual.json,387,scientific_result_accepted,ambígua,Bytes preservados; temporalidade e cópia confirmada explicitadas no índice de evidências e estado final.,"""scientific_result_accepted"": false"
docs/evidencias/rodada_referencia_1_2_0.json,151,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T204006043225Z_1ce60b65_phase5_compute_metrics/piloto.md"","
docs/evidencias/rodada_referencia_1_2_0.json,311,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T204247182335Z_1ce60b65_phase5_compute_metrics/piloto.md"","
docs/evidencias/rodada_referencia_1_2_0.json,471,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""path"": ""data/interim/runs/20260911T204423270513Z_1ce60b65_phase5_compute_metrics/piloto.md"","
docs/evidencias/rodada_referencia_1_2_0.md,25,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",| 20260911T204006043225Z_1ce60b65_phase5_compute_metrics | ultralytics/ultralytics | data/interim/runs/20260911T204006043225Z_1ce60b65_phase5_compute_metrics/piloto.md | 5991594fe2045f4cff841c385b515c0f8f0df7640762f37898b5e0533b12341e | 2026-09-11T20:40:09.273178Z |
docs/evidencias/rodada_referencia_1_2_0.md,45,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",| 20260911T204247182335Z_1ce60b65_phase5_compute_metrics | pymc-labs/pymc-marketing | data/interim/runs/20260911T204247182335Z_1ce60b65_phase5_compute_metrics/piloto.md | 504f075df71e9b33f3e64f3ba11e6a511a82c6c32294c2e4d26b50196e15e0d1 | 2026-09-11T20:42:50.231428Z |
docs/evidencias/rodada_referencia_1_2_0.md,65,piloto,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",| 20260911T204423270513Z_1ce60b65_phase5_compute_metrics | open-edge-platform/anomalib | data/interim/runs/20260911T204423270513Z_1ce60b65_phase5_compute_metrics/piloto.md | a3da5fa0559964b1da715f02217e10571eec45f69d0d68b7d813b190c3050165 | 2026-09-11T20:44:26.447606Z |
docs/evidencias/taxonomia_dm026_preparacao.json,22,pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""status"": ""pending_human_review"","
docs/evidencias/validacao_atual.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 27%]
docs/evidencias/validacao_atual.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 30%]
docs/evidencias/validacao_atual.txt,47,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_dm026.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 14%]
docs/evidencias/validacao_dm026.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 16%]
docs/evidencias/validacao_dm026.txt,55,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_dm027.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 13%]
docs/evidencias/validacao_dm027.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 15%]
docs/evidencias/validacao_dm027.txt,56,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_finalizador_incremento_05.txt,25,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 14%]
docs/evidencias/validacao_finalizador_incremento_05.txt,26,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 16%]
docs/evidencias/validacao_finalizador_incremento_05.txt,60,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_reprocessamento_incremento_03.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 18%]
docs/evidencias/validacao_reprocessamento_incremento_03.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 21%]
docs/evidencias/validacao_reprocessamento_incremento_03.txt,52,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_selecao_incremento_04.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 15%]
docs/evidencias/validacao_selecao_incremento_04.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 17%]
docs/evidencias/validacao_selecao_incremento_04.txt,54,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_verificacao.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 21%]
docs/evidencias/validacao_verificacao.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 24%]
docs/evidencias/validacao_verificacao.txt,50,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/validacao_verificacao_incremento_02.txt,20,pilot_metrics,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_metrics.py ..................                           [ 18%]
docs/evidencias/validacao_verificacao_incremento_02.txt,21,pilot_pipeline,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.",tests/test_pilot_pipeline.py .....                                       [ 21%]
docs/evidencias/validacao_verificacao_incremento_02.txt,52,pilot,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","src/mlops_traceability/pilot.py                          231     16    93%   119, 125, 127, 130-132, 134, 220, 227, 249, 255, 277, 287, 350-352, 359"
docs/evidencias/verificacao_empirica_incremento_02.json,24,scientific_result_accepted,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""scientific_result_accepted"": false,"
docs/evidencias/verificacao_empirica_incremento_02.json,34,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_02.json,52,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_02.json,73,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
docs/evidencias/verificacao_empirica_incremento_02.json,143,Pending,histórico legítimo,"Preservado; registro da rodada ou etapa identificada, sem representar o aceite final.","""method"": ""Pending implementation or evidence"","
